,Price per Unit,Units Sold,Total Sales,Operating Profit,clusters
2195,60.0,525.0,315000.0,110250.0,2
2196,60.0,475.0,285000.0,99750.0,2
2197,70.0,475.0,332500.0,99750.0,2
2198,75.0,450.0,337500.0,84375.0,2
2199,50.0,625.0,312500.0,109375.0,2
2200,55.0,625.0,343750.0,137500.0,1
2201,50.0,475.0,237500.0,83125.0,2
2202,50.0,425.0,212500.0,74375.0,2
2203,60.0,425.0,255000.0,76500.0,2
2204,65.0,475.0,308750.0,77188.0,2
2205,50.0,550.0,275000.0,96250.0,2
2206,55.0,550.0,302500.0,121000.0,2
2207,50.0,375.0,187500.0,65625.0,2
2208,50.0,350.0,175000.0,61250.0,2
2209,60.0,325.0,195000.0,58500.0,2
2210,75.0,375.0,281250.0,70313.0,2
2211,60.0,550.0,330000.0,115500.0,1
2212,65.0,600.0,390000.0,156000.0,1
2213,60.0,450.0,270000.0,94500.0,2
2214,60.0,425.0,255000.0,89250.0,2
2215,70.0,375.0,262500.0,78750.0,2
2216,75.0,500.0,375000.0,93750.0,1
2217,60.0,700.0,420000.0,147000.0,1
2218,65.0,700.0,455000.0,182000.0,1
2219,60.0,500.0,300000.0,105000.0,2
2220,60.0,500.0,300000.0,105000.0,2
2221,70.0,425.0,297500.0,89250.0,2
2222,75.0,525.0,393750.0,98438.0,1
2223,30.0,450.0,135000.0,54000.0,2
2224,40.0,450.0,180000.0,72000.0,2
2225,40.0,450.0,180000.0,63000.0,2
2226,40.0,300.0,120000.0,48000.0,2
2227,45.0,250.0,112500.0,39375.0,2
2228,40.0,450.0,180000.0,45000.0,2
2229,30.0,500.0,150000.0,60000.0,2
2230,40.0,400.0,160000.0,64000.0,2
2231,40.0,400.0,160000.0,56000.0,2
2232,40.0,250.0,100000.0,40000.0,0
2233,45.0,175.0,78750.0,27563.0,0
2234,40.0,375.0,150000.0,37500.0,2
2235,40.0,525.0,210000.0,84000.0,2
2236,50.0,375.0,187500.0,75000.0,2
2237,50.0,375.0,187500.0,65625.0,2
2238,50.0,250.0,125000.0,50000.0,2
2239,55.0,150.0,82500.0,28875.0,0
2240,50.0,350.0,175000.0,43750.0,2
2241,50.0,525.0,262500.0,105000.0,2
2242,55.0,325.0,178750.0,71500.0,2
2243,55.0,375.0,206250.0,72188.0,2
2244,50.0,275.0,137500.0,55000.0,2
2245,55.0,175.0,96250.0,33688.0,0
2246,70.0,350.0,245000.0,61250.0,2
2247,50.0,550.0,275000.0,110000.0,2
2248,55.0,400.0,220000.0,88000.0,2
2249,55.0,425.0,233750.0,81813.0,2
2250,50.0,325.0,162500.0,65000.0,2
2251,55.0,225.0,123750.0,43313.0,2
2252,70.0,400.0,280000.0,70000.0,2
2253,50.0,675.0,337500.0,135000.0,1
2254,55.0,525.0,288750.0,115500.0,2
2255,55.0,525.0,288750.0,101063.0,2
2256,50.0,400.0,200000.0,80000.0,2
2257,55.0,275.0,151250.0,52938.0,2
2258,70.0,575.0,402500.0,100625.0,1
2259,50.0,725.0,362500.0,145000.0,1
2260,55.0,575.0,316250.0,126500.0,2
2261,55.0,525.0,288750.0,101063.0,2
2262,50.0,425.0,212500.0,85000.0,2
2263,55.0,475.0,261250.0,91438.0,2
2264,70.0,475.0,332500.0,83125.0,2
2265,55.0,675.0,371250.0,148500.0,1
2266,60.0,625.0,375000.0,150000.0,1
2267,55.0,500.0,275000.0,96250.0,2
2268,55.0,450.0,247500.0,99000.0,2
2269,65.0,450.0,292500.0,102375.0,2
2270,70.0,425.0,297500.0,74375.0,2
2271,45.0,600.0,270000.0,108000.0,2
2272,50.0,600.0,300000.0,120000.0,2
2273,45.0,450.0,202500.0,70875.0,2
2274,45.0,400.0,180000.0,72000.0,2
2275,55.0,400.0,220000.0,77000.0,2
2276,60.0,450.0,270000.0,67500.0,2
2277,45.0,525.0,236250.0,94500.0,2
2278,50.0,525.0,262500.0,105000.0,2
2279,45.0,350.0,157500.0,55125.0,2
2280,45.0,325.0,146250.0,58500.0,2
2281,55.0,300.0,165000.0,57750.0,2
2282,70.0,350.0,245000.0,61250.0,2
2283,55.0,525.0,288750.0,115500.0,2
2284,60.0,575.0,345000.0,138000.0,1
2285,55.0,425.0,233750.0,81813.0,2
2286,55.0,400.0,220000.0,88000.0,2
2287,65.0,350.0,227500.0,79625.0,2
2288,70.0,475.0,332500.0,83125.0,2
2289,55.0,675.0,371250.0,148500.0,1
2290,60.0,675.0,405000.0,162000.0,1
2291,55.0,475.0,261250.0,91438.0,2
2292,55.0,475.0,261250.0,104500.0,2
2293,65.0,400.0,260000.0,91000.0,2
2294,70.0,500.0,350000.0,87500.0,1
2295,40.0,1025.0,410000.0,184500.0,1
2296,40.0,825.0,330000.0,115500.0,1
2297,30.0,825.0,247500.0,61875.0,2
2298,35.0,675.0,236250.0,70875.0,2
2299,50.0,725.0,362500.0,126875.0,1
2300,40.0,825.0,330000.0,165000.0,1
2301,40.0,1075.0,430000.0,193500.0,1
2302,40.0,725.0,290000.0,101500.0,2
2303,30.0,775.0,232500.0,58125.0,2
2304,35.0,625.0,218750.0,65625.0,2
2305,50.0,700.0,350000.0,122500.0,1
2306,35.0,800.0,280000.0,140000.0,2
2307,35.0,1020.0,357000.0,160650.0,1
2308,35.0,700.0,245000.0,85750.0,2
2309,25.0,725.0,181250.0,45313.0,2
2310,30.0,575.0,172500.0,51750.0,2
2311,45.0,625.0,281250.0,98438.0,2
2312,35.0,725.0,253750.0,126875.0,2
2313,35.0,975.0,341250.0,153563.0,1
2314,35.0,675.0,236250.0,82688.0,2
2315,25.0,675.0,168750.0,42188.0,2
2316,30.0,600.0,180000.0,54000.0,2
2317,50.0,625.0,312500.0,109375.0,2
2318,40.0,775.0,310000.0,155000.0,2
2319,50.0,1045.0,522500.0,235125.0,1
2320,50.0,750.0,375000.0,131250.0,1
2321,45.0,725.0,326250.0,81563.0,2
2322,45.0,675.0,303750.0,91125.0,2
2323,55.0,700.0,385000.0,134750.0,1
2324,60.0,800.0,480000.0,240000.0,1
2325,55.0,1050.0,577500.0,259875.0,1
2326,50.0,800.0,400000.0,140000.0,1
2327,50.0,775.0,387500.0,96875.0,1
2328,50.0,750.0,375000.0,112500.0,1
2329,65.0,750.0,487500.0,170625.0,1
2330,70.0,925.0,647500.0,323750.0,1
2331,65.0,1150.0,747500.0,336375.0,1
2332,60.0,900.0,540000.0,189000.0,1
2333,55.0,825.0,453750.0,113438.0,1
2334,55.0,775.0,426250.0,127875.0,1
2335,65.0,800.0,520000.0,182000.0,1
2336,70.0,975.0,682500.0,341250.0,1
2337,65.0,1125.0,731250.0,329063.0,1
2338,60.0,900.0,540000.0,189000.0,1
2339,55.0,825.0,453750.0,113438.0,1
2340,45.0,775.0,348750.0,104625.0,1
2341,55.0,750.0,412500.0,144375.0,1
2342,60.0,925.0,555000.0,277500.0,1
2343,55.0,1025.0,563750.0,253688.0,1
2344,50.0,825.0,412500.0,144375.0,1
2345,40.0,725.0,290000.0,72500.0,2
2346,40.0,700.0,280000.0,84000.0,2
2347,50.0,700.0,350000.0,122500.0,1
2348,55.0,800.0,440000.0,220000.0,1
2349,55.0,975.0,536250.0,241313.0,1
2350,45.0,800.0,360000.0,126000.0,1
2351,45.0,675.0,303750.0,75938.0,2
2352,45.0,650.0,292500.0,87750.0,2
2353,55.0,650.0,357500.0,125125.0,1
2354,60.0,775.0,465000.0,232500.0,1
2355,55.0,925.0,508750.0,228938.0,1
2356,45.0,750.0,337500.0,118125.0,1
2357,45.0,695.0,312750.0,78188.0,2
2358,55.0,750.0,412500.0,123750.0,1
2359,70.0,725.0,507500.0,177625.0,1
2360,75.0,825.0,618750.0,309375.0,1
2361,70.0,1075.0,752500.0,338625.0,1
2362,60.0,875.0,525000.0,183750.0,1
2363,60.0,825.0,495000.0,123750.0,1
2364,60.0,775.0,465000.0,139500.0,1
2365,70.0,775.0,542500.0,189875.0,1
2366,75.0,875.0,656250.0,328125.0,1
2367,35.0,925.0,323750.0,129500.0,1
2368,35.0,725.0,253750.0,88813.0,2
2369,25.0,725.0,181250.0,72500.0,2
2370,30.0,575.0,172500.0,69000.0,2
2371,45.0,625.0,281250.0,98438.0,2
2372,35.0,725.0,253750.0,126875.0,2
2373,35.0,975.0,341250.0,136500.0,1
2374,35.0,625.0,218750.0,76563.0,2
2375,25.0,675.0,168750.0,67500.0,2
2376,30.0,525.0,157500.0,63000.0,2
2377,45.0,600.0,270000.0,94500.0,2
2378,30.0,700.0,210000.0,105000.0,2
2379,30.0,920.0,276000.0,110400.0,2
2380,30.0,600.0,180000.0,63000.0,2
2381,20.0,625.0,125000.0,50000.0,2
2382,25.0,475.0,118750.0,47500.0,2
2383,40.0,525.0,210000.0,73500.0,2
2384,30.0,625.0,187500.0,93750.0,2
2385,30.0,875.0,262500.0,105000.0,2
2386,30.0,575.0,172500.0,60375.0,2
2387,20.0,575.0,115000.0,46000.0,2
2388,25.0,500.0,125000.0,50000.0,2
2389,45.0,525.0,236250.0,82688.0,2
2390,35.0,675.0,236250.0,118125.0,2
2391,45.0,945.0,425250.0,170100.0,1
2392,45.0,650.0,292500.0,102375.0,2
2393,40.0,625.0,250000.0,100000.0,2
2394,40.0,575.0,230000.0,92000.0,2
2395,50.0,600.0,300000.0,105000.0,2
2396,55.0,700.0,385000.0,192500.0,1
2397,50.0,950.0,475000.0,190000.0,1
2398,45.0,700.0,315000.0,110250.0,2
2399,50.0,675.0,337500.0,135000.0,1
2400,50.0,650.0,325000.0,130000.0,1
2401,65.0,650.0,422500.0,147875.0,1
2402,70.0,825.0,577500.0,288750.0,1
2403,65.0,1050.0,682500.0,273000.0,1
2404,60.0,800.0,480000.0,168000.0,1
2405,55.0,725.0,398750.0,159500.0,1
2406,55.0,675.0,371250.0,148500.0,1
2407,65.0,700.0,455000.0,159250.0,1
2408,70.0,875.0,612500.0,306250.0,1
2409,65.0,1025.0,666250.0,266500.0,1
2410,60.0,800.0,480000.0,168000.0,1
2411,55.0,725.0,398750.0,159500.0,1
2412,45.0,675.0,303750.0,121500.0,2
2413,55.0,650.0,357500.0,125125.0,1
2414,60.0,825.0,495000.0,247500.0,1
2415,55.0,925.0,508750.0,203500.0,1
2416,50.0,725.0,362500.0,126875.0,1
2417,30.0,625.0,187500.0,75000.0,2
2418,30.0,600.0,180000.0,72000.0,2
2419,40.0,600.0,240000.0,84000.0,2
2420,45.0,700.0,315000.0,157500.0,1
2421,45.0,875.0,393750.0,157500.0,1
2422,35.0,700.0,245000.0,85750.0,2
2423,35.0,575.0,201250.0,80500.0,2
2424,35.0,550.0,192500.0,77000.0,2
2425,45.0,550.0,247500.0,86625.0,2
2426,50.0,675.0,337500.0,168750.0,1
2427,45.0,825.0,371250.0,148500.0,1
2428,35.0,650.0,227500.0,79625.0,2
2429,40.0,595.0,238000.0,95200.0,2
2430,60.0,650.0,390000.0,156000.0,1
2431,75.0,625.0,468750.0,164063.0,1
2432,75.0,725.0,543750.0,271875.0,1
2433,70.0,975.0,682500.0,273000.0,1
2434,60.0,775.0,465000.0,162750.0,1
2435,60.0,725.0,435000.0,174000.0,1
2436,60.0,675.0,405000.0,162000.0,1
2437,70.0,675.0,472500.0,165375.0,1
2438,75.0,775.0,581250.0,290625.0,1
2439,35.0,775.0,271250.0,108500.0,2
2440,35.0,575.0,201250.0,70438.0,2
2441,25.0,575.0,143750.0,57500.0,2
2442,30.0,425.0,127500.0,51000.0,2
2443,45.0,475.0,213750.0,74813.0,2
2444,35.0,575.0,201250.0,100625.0,2
2445,35.0,825.0,288750.0,115500.0,2
2446,35.0,475.0,166250.0,58188.0,2
2447,25.0,525.0,131250.0,52500.0,2
2448,30.0,375.0,112500.0,45000.0,2
2449,45.0,450.0,202500.0,70875.0,2
2450,30.0,550.0,165000.0,82500.0,2
2451,30.0,770.0,231000.0,92400.0,2
2452,30.0,450.0,135000.0,47250.0,2
2453,20.0,475.0,95000.0,38000.0,0
2454,25.0,325.0,81250.0,32500.0,0
2455,40.0,375.0,150000.0,52500.0,2
2456,30.0,475.0,142500.0,71250.0,2
2457,30.0,725.0,217500.0,87000.0,2
2458,30.0,425.0,127500.0,44625.0,2
2459,20.0,425.0,85000.0,34000.0,0
2460,25.0,350.0,87500.0,35000.0,0
2461,45.0,375.0,168750.0,59063.0,2
2462,35.0,525.0,183750.0,91875.0,2
2463,45.0,795.0,357750.0,143100.0,1
2464,45.0,500.0,225000.0,78750.0,2
2465,40.0,475.0,190000.0,76000.0,2
2466,40.0,425.0,170000.0,68000.0,2
2467,50.0,450.0,225000.0,78750.0,2
2468,55.0,550.0,302500.0,151250.0,2
2469,50.0,800.0,400000.0,160000.0,1
2470,45.0,550.0,247500.0,86625.0,2
2471,50.0,525.0,262500.0,105000.0,2
2472,50.0,500.0,250000.0,100000.0,2
2473,65.0,500.0,325000.0,113750.0,2
2474,70.0,675.0,472500.0,236250.0,1
2475,65.0,900.0,585000.0,234000.0,1
2476,60.0,650.0,390000.0,136500.0,1
2477,55.0,575.0,316250.0,126500.0,2
2478,55.0,525.0,288750.0,115500.0,2
2479,65.0,550.0,357500.0,125125.0,1
2480,70.0,725.0,507500.0,253750.0,1
2481,65.0,875.0,568750.0,227500.0,1
2482,60.0,650.0,390000.0,136500.0,1
2483,55.0,575.0,316250.0,126500.0,2
2484,45.0,525.0,236250.0,94500.0,2
2485,55.0,500.0,275000.0,96250.0,2
2486,60.0,675.0,405000.0,202500.0,1
2487,55.0,775.0,426250.0,170500.0,1
2488,50.0,575.0,287500.0,100625.0,2
2489,25.0,475.0,118750.0,47500.0,2
2490,25.0,450.0,112500.0,45000.0,2
2491,35.0,450.0,157500.0,55125.0,2
2492,40.0,550.0,220000.0,110000.0,2
2493,40.0,725.0,290000.0,116000.0,2
2494,30.0,550.0,165000.0,57750.0,2
2495,30.0,425.0,127500.0,51000.0,2
2496,30.0,400.0,120000.0,48000.0,2
2497,40.0,400.0,160000.0,56000.0,2
2498,40.0,525.0,210000.0,105000.0,2
2499,35.0,675.0,236250.0,94500.0,2
2500,25.0,500.0,125000.0,43750.0,2
2501,35.0,445.0,155750.0,62300.0,2
2502,65.0,500.0,325000.0,130000.0,1
2503,80.0,475.0,380000.0,133000.0,1
2504,80.0,575.0,460000.0,230000.0,1
2505,75.0,825.0,618750.0,247500.0,1
2506,65.0,625.0,406250.0,142188.0,1
2507,65.0,575.0,373750.0,149500.0,1
2508,65.0,525.0,341250.0,136500.0,1
2509,75.0,525.0,393750.0,137813.0,1
2510,80.0,625.0,500000.0,250000.0,1
2511,40.0,500.0,200000.0,80000.0,2
2512,40.0,300.0,120000.0,42000.0,2
2513,30.0,300.0,90000.0,36000.0,0
2514,35.0,150.0,52500.0,21000.0,0
2515,50.0,200.0,100000.0,35000.0,0
2516,40.0,300.0,120000.0,48000.0,2
2517,40.0,550.0,220000.0,88000.0,2
2518,40.0,200.0,80000.0,28000.0,0
2519,30.0,250.0,75000.0,30000.0,0
2520,35.0,125.0,43750.0,17500.0,0
2521,50.0,200.0,100000.0,35000.0,0
2522,40.0,300.0,120000.0,48000.0,2
2523,45.0,520.0,234000.0,93600.0,2
2524,45.0,225.0,101250.0,35438.0,0
2525,35.0,250.0,87500.0,35000.0,0
2526,40.0,100.0,40000.0,16000.0,0
2527,55.0,150.0,82500.0,28875.0,0
2528,45.0,250.0,112500.0,45000.0,2
2529,45.0,475.0,213750.0,85500.0,2
2530,45.0,175.0,78750.0,27563.0,0
2531,40.0,175.0,70000.0,28000.0,0
2532,45.0,100.0,45000.0,18000.0,0
2533,50.0,125.0,62500.0,21875.0,0
2534,40.0,250.0,100000.0,40000.0,0
2535,50.0,520.0,260000.0,104000.0,2
2536,45.0,225.0,101250.0,35438.0,0
2537,40.0,200.0,80000.0,32000.0,0
2538,40.0,125.0,50000.0,20000.0,0
2539,50.0,150.0,75000.0,26250.0,0
2540,55.0,275.0,151250.0,60500.0,2
2541,40.0,525.0,210000.0,84000.0,2
2542,35.0,275.0,96250.0,33688.0,0
2543,30.0,225.0,67500.0,27000.0,0
2544,30.0,200.0,60000.0,24000.0,0
2545,50.0,200.0,100000.0,35000.0,0
2546,55.0,375.0,206250.0,82500.0,2
2547,50.0,600.0,300000.0,120000.0,2
2548,45.0,350.0,157500.0,55125.0,2
2549,40.0,275.0,110000.0,44000.0,2
2550,40.0,225.0,90000.0,36000.0,0
2551,50.0,250.0,125000.0,43750.0,2
2552,55.0,425.0,233750.0,93500.0,2
2553,50.0,575.0,287500.0,115000.0,2
2554,45.0,350.0,157500.0,55125.0,2
2555,40.0,275.0,110000.0,44000.0,2
2556,40.0,250.0,100000.0,40000.0,0
2557,50.0,225.0,112500.0,39375.0,2
2558,55.0,400.0,220000.0,88000.0,2
2559,50.0,525.0,262500.0,105000.0,2
2560,45.0,325.0,146250.0,51188.0,2
2561,35.0,225.0,78750.0,31500.0,0
2562,35.0,200.0,70000.0,28000.0,0
2563,45.0,200.0,90000.0,31500.0,0
2564,50.0,275.0,137500.0,55000.0,2
2565,55.0,450.0,247500.0,99000.0,2
2566,45.0,275.0,123750.0,43313.0,2
2567,45.0,175.0,78750.0,31500.0,0
2568,45.0,150.0,67500.0,27000.0,0
2569,55.0,150.0,82500.0,28875.0,0
2570,55.0,275.0,151250.0,60500.0,2
2571,50.0,425.0,212500.0,85000.0,2
2572,40.0,275.0,110000.0,38500.0,2
2573,45.0,220.0,99000.0,39600.0,0
2574,55.0,200.0,110000.0,44000.0,2
2575,65.0,175.0,113750.0,39813.0,2
2576,70.0,275.0,192500.0,77000.0,2
2577,65.0,525.0,341250.0,136500.0,1
2578,55.0,325.0,178750.0,62563.0,2
2579,55.0,275.0,151250.0,60500.0,2
2580,50.0,225.0,112500.0,45000.0,2
2581,60.0,225.0,135000.0,47250.0,2
2582,65.0,325.0,211250.0,84500.0,2
2583,30.0,725.0,217500.0,87000.0,2
2584,30.0,525.0,157500.0,55125.0,2
2585,20.0,525.0,105000.0,42000.0,0
2586,25.0,375.0,93750.0,37500.0,0
2587,40.0,425.0,170000.0,59500.0,2
2588,30.0,525.0,157500.0,78750.0,2
2589,30.0,775.0,232500.0,93000.0,2
2590,30.0,425.0,127500.0,44625.0,2
2591,20.0,475.0,95000.0,38000.0,0
2592,25.0,325.0,81250.0,32500.0,0
2593,40.0,400.0,160000.0,56000.0,2
2594,25.0,500.0,125000.0,62500.0,2
2595,25.0,720.0,180000.0,72000.0,2
2596,25.0,400.0,100000.0,35000.0,0
2597,15.0,425.0,63750.0,25500.0,0
2598,20.0,275.0,55000.0,22000.0,0
2599,35.0,325.0,113750.0,39813.0,2
2600,25.0,425.0,106250.0,53125.0,2
2601,25.0,675.0,168750.0,67500.0,2
2602,25.0,375.0,93750.0,32813.0,0
2603,15.0,375.0,56250.0,22500.0,0
2604,20.0,300.0,60000.0,24000.0,0
2605,40.0,325.0,130000.0,45500.0,2
2606,30.0,475.0,142500.0,71250.0,2
2607,40.0,745.0,298000.0,119200.0,2
2608,40.0,450.0,180000.0,63000.0,2
2609,35.0,425.0,148750.0,59500.0,2
2610,35.0,375.0,131250.0,52500.0,2
2611,45.0,400.0,180000.0,63000.0,2
2612,50.0,500.0,250000.0,125000.0,2
2613,45.0,750.0,337500.0,135000.0,1
2614,40.0,500.0,200000.0,70000.0,2
2615,45.0,475.0,213750.0,85500.0,2
2616,45.0,450.0,202500.0,81000.0,2
2617,60.0,450.0,270000.0,94500.0,2
2618,65.0,625.0,406250.0,203125.0,1
2619,60.0,850.0,510000.0,204000.0,1
2620,55.0,600.0,330000.0,115500.0,1
2621,50.0,525.0,262500.0,105000.0,2
2622,50.0,475.0,237500.0,95000.0,2
2623,60.0,500.0,300000.0,105000.0,2
2624,65.0,675.0,438750.0,219375.0,1
2625,60.0,825.0,495000.0,198000.0,1
2626,55.0,600.0,330000.0,115500.0,1
2627,50.0,525.0,262500.0,105000.0,2
2628,40.0,475.0,190000.0,76000.0,2
2629,50.0,450.0,225000.0,78750.0,2
2630,55.0,625.0,343750.0,171875.0,1
2631,50.0,725.0,362500.0,145000.0,1
2632,45.0,525.0,236250.0,82688.0,2
2633,20.0,425.0,85000.0,34000.0,0
2634,20.0,400.0,80000.0,32000.0,0
2635,30.0,400.0,120000.0,42000.0,2
2636,35.0,500.0,175000.0,87500.0,2
2637,35.0,675.0,236250.0,94500.0,2
2638,25.0,500.0,125000.0,43750.0,2
2639,25.0,375.0,93750.0,37500.0,0
2640,25.0,350.0,87500.0,35000.0,0
2641,35.0,350.0,122500.0,42875.0,2
2642,35.0,475.0,166250.0,83125.0,2
2643,30.0,625.0,187500.0,75000.0,2
2644,20.0,450.0,90000.0,31500.0,0
2645,30.0,395.0,118500.0,47400.0,2
2646,60.0,450.0,270000.0,108000.0,2
2647,75.0,425.0,318750.0,111563.0,2
2648,75.0,525.0,393750.0,196875.0,1
2649,70.0,775.0,542500.0,217000.0,1
2650,60.0,575.0,345000.0,120750.0,1
2651,60.0,525.0,315000.0,126000.0,2
2652,60.0,475.0,285000.0,114000.0,2
2653,70.0,475.0,332500.0,116375.0,1
2654,75.0,575.0,431250.0,215625.0,1
2655,25.0,650.0,162500.0,65000.0,2
2656,25.0,450.0,112500.0,39375.0,2
2657,15.0,450.0,67500.0,27000.0,0
2658,20.0,300.0,60000.0,24000.0,0
2659,35.0,350.0,122500.0,42875.0,2
2660,25.0,450.0,112500.0,45000.0,2
2661,25.0,700.0,175000.0,70000.0,2
2662,25.0,350.0,87500.0,30625.0,0
2663,15.0,400.0,60000.0,24000.0,0
2664,20.0,250.0,50000.0,20000.0,0
2665,35.0,325.0,113750.0,39813.0,2
2666,20.0,425.0,85000.0,34000.0,0
2667,20.0,645.0,129000.0,51600.0,2
2668,20.0,325.0,65000.0,22750.0,0
2669,10.0,350.0,35000.0,14000.0,0
2670,20.0,200.0,40000.0,16000.0,0
2671,35.0,250.0,87500.0,30625.0,0
2672,25.0,350.0,87500.0,35000.0,0
2673,25.0,600.0,150000.0,60000.0,2
2674,25.0,300.0,75000.0,26250.0,0
2675,15.0,300.0,45000.0,18000.0,0
2676,20.0,225.0,45000.0,18000.0,0
2677,40.0,250.0,100000.0,35000.0,0
2678,30.0,400.0,120000.0,48000.0,2
2679,40.0,670.0,268000.0,107200.0,2
2680,40.0,375.0,150000.0,52500.0,2
2681,35.0,350.0,122500.0,49000.0,2
2682,35.0,300.0,105000.0,42000.0,0
2683,45.0,325.0,146250.0,51188.0,2
2684,45.0,425.0,191250.0,76500.0,2
2685,40.0,675.0,270000.0,108000.0,2
2686,35.0,425.0,148750.0,52063.0,2
2687,40.0,400.0,160000.0,64000.0,2
2688,40.0,375.0,150000.0,60000.0,2
2689,55.0,375.0,206250.0,72188.0,2
2690,60.0,550.0,330000.0,132000.0,1
2691,55.0,775.0,426250.0,170500.0,1
2692,50.0,525.0,262500.0,91875.0,2
2693,45.0,450.0,202500.0,81000.0,2
2694,45.0,400.0,180000.0,72000.0,2
2695,60.0,425.0,255000.0,89250.0,2
2696,65.0,600.0,390000.0,156000.0,1
2697,60.0,750.0,450000.0,180000.0,1
2698,55.0,525.0,288750.0,101063.0,2
2699,50.0,450.0,225000.0,90000.0,2
2700,40.0,400.0,160000.0,64000.0,2
2701,50.0,375.0,187500.0,65625.0,2
2702,55.0,550.0,302500.0,121000.0,2
2703,50.0,650.0,325000.0,130000.0,1
2704,40.0,450.0,180000.0,63000.0,2
2705,15.0,350.0,52500.0,21000.0,0
2706,15.0,325.0,48750.0,19500.0,0
2707,25.0,325.0,81250.0,28438.0,0
2708,30.0,425.0,127500.0,51000.0,2
2709,30.0,600.0,180000.0,72000.0,2
2710,20.0,425.0,85000.0,29750.0,0
2711,20.0,300.0,60000.0,24000.0,0
2712,20.0,275.0,55000.0,22000.0,0
2713,30.0,275.0,82500.0,28875.0,0
2714,30.0,400.0,120000.0,48000.0,2
2715,25.0,550.0,137500.0,55000.0,2
2716,15.0,375.0,56250.0,19688.0,0
2717,25.0,320.0,80000.0,32000.0,0
2718,55.0,375.0,206250.0,82500.0,2
2719,75.0,350.0,262500.0,91875.0,2
2720,75.0,450.0,337500.0,135000.0,1
2721,70.0,700.0,490000.0,196000.0,1
2722,60.0,500.0,300000.0,105000.0,2
2723,60.0,450.0,270000.0,108000.0,2
2724,60.0,400.0,240000.0,96000.0,2
2725,70.0,400.0,280000.0,98000.0,2
2726,75.0,500.0,375000.0,150000.0,1
2727,25.0,575.0,143750.0,57500.0,2
2728,25.0,375.0,93750.0,32813.0,0
2729,15.0,375.0,56250.0,22500.0,0
2730,20.0,225.0,45000.0,18000.0,0
2731,35.0,275.0,96250.0,33688.0,0
2732,25.0,375.0,93750.0,37500.0,0
2733,25.0,625.0,156250.0,62500.0,2
2734,25.0,275.0,68750.0,24063.0,0
2735,15.0,325.0,48750.0,19500.0,0
2736,20.0,175.0,35000.0,14000.0,0
2737,35.0,250.0,87500.0,30625.0,0
2738,20.0,350.0,70000.0,28000.0,0
2739,20.0,570.0,114000.0,45600.0,2
2740,20.0,250.0,50000.0,17500.0,0
2741,10.0,275.0,27500.0,11000.0,0
2742,20.0,125.0,25000.0,10000.0,0
2743,35.0,175.0,61250.0,21438.0,0
2744,25.0,275.0,68750.0,27500.0,0
2745,25.0,525.0,131250.0,52500.0,2
2746,25.0,225.0,56250.0,19688.0,0
2747,15.0,225.0,33750.0,13500.0,0
2748,20.0,150.0,30000.0,12000.0,0
2749,40.0,175.0,70000.0,24500.0,0
2750,30.0,325.0,97500.0,39000.0,0
2751,40.0,595.0,238000.0,95200.0,2
2752,40.0,300.0,120000.0,42000.0,2
2753,35.0,275.0,96250.0,38500.0,0
2754,35.0,225.0,78750.0,31500.0,0
2755,45.0,250.0,112500.0,39375.0,2
2756,45.0,350.0,157500.0,63000.0,2
2757,40.0,600.0,240000.0,96000.0,2
2758,35.0,350.0,122500.0,42875.0,2
2759,40.0,325.0,130000.0,52000.0,2
2760,40.0,300.0,120000.0,48000.0,2
2761,55.0,300.0,165000.0,57750.0,2
2762,60.0,475.0,285000.0,114000.0,2
2763,55.0,700.0,385000.0,154000.0,1
2764,50.0,450.0,225000.0,78750.0,2
2765,45.0,375.0,168750.0,67500.0,2
2766,45.0,325.0,146250.0,58500.0,2
2767,60.0,350.0,210000.0,73500.0,2
2768,65.0,525.0,341250.0,136500.0,1
2769,60.0,675.0,405000.0,162000.0,1
2770,55.0,450.0,247500.0,86625.0,2
2771,50.0,375.0,187500.0,75000.0,2
2772,40.0,325.0,130000.0,52000.0,2
2773,50.0,300.0,150000.0,52500.0,2
2774,55.0,475.0,261250.0,104500.0,2
2775,50.0,575.0,287500.0,115000.0,2
2776,40.0,375.0,150000.0,52500.0,2
2777,15.0,275.0,41250.0,16500.0,0
2778,15.0,250.0,37500.0,15000.0,0
2779,25.0,250.0,62500.0,21875.0,0
2780,30.0,350.0,105000.0,42000.0,0
2781,30.0,525.0,157500.0,63000.0,2
2782,20.0,350.0,70000.0,24500.0,0
2783,20.0,225.0,45000.0,18000.0,0
2784,20.0,200.0,40000.0,16000.0,0
2785,30.0,200.0,60000.0,21000.0,0
2786,30.0,325.0,97500.0,39000.0,0
2787,25.0,475.0,118750.0,47500.0,2
2788,15.0,300.0,45000.0,15750.0,0
2789,25.0,245.0,61250.0,24500.0,0
2790,55.0,300.0,165000.0,66000.0,2
2791,75.0,275.0,206250.0,72188.0,2
2792,75.0,375.0,281250.0,112500.0,2
2793,70.0,625.0,437500.0,175000.0,1
2794,60.0,425.0,255000.0,89250.0,2
2795,60.0,375.0,225000.0,90000.0,2
2796,60.0,325.0,195000.0,78000.0,2
2797,70.0,325.0,227500.0,79625.0,2
2798,75.0,425.0,318750.0,127500.0,2
2799,25.0,550.0,137500.0,48125.0,2
2800,25.0,350.0,87500.0,30625.0,0
