,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
2882,2/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275.0,96250.0,38500.0,Online
2883,3/11/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.0,495.0,198000.0,69300.0,Online
2884,3/11/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,200.0,80000.0,24000.0,Online
2885,3/11/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.0,225.0,67500.0,20250.0,Online
2886,3/11/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75.0,26250.0,7875.0,Online
2887,3/11/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,125.0,62500.0,21875.0,Online
2888,3/11/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,40.0,225.0,90000.0,36000.0,Online
2889,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.0,450.0,180000.0,63000.0,Online
2890,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,150.0,60000.0,18000.0,Online
2891,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.0,150.0,45000.0,13500.0,Online
2892,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75.0,26250.0,7875.0,Online
2893,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,100.0,60000.0,21000.0,Online
2894,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.0,225.0,112500.0,45000.0,Online
2895,5/13/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,495.0,297000.0,103950.0,Online
2896,5/13/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,200.0,100000.0,30000.0,Online
2897,5/13/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,175.0,78750.0,23625.0,Online
2898,5/13/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,100.0,45000.0,13500.0,Online
2899,5/13/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,55.0,125.0,68750.0,24063.0,Online
2900,5/13/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,250.0,150000.0,60000.0,Online
2901,6/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,500.0,225000.0,78750.0,Online
2902,6/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,250.0,100000.0,30000.0,Online
2903,6/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.0,200.0,70000.0,21000.0,Online
2904,6/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,175.0,61250.0,18375.0,Online
2905,6/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175.0,78750.0,27563.0,Online
2906,6/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,325.0,178750.0,71500.0,Online
2907,7/11/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.0,550.0,275000.0,96250.0,Online
2908,7/11/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300.0,135000.0,40500.0,Online
2909,7/11/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.0,225.0,90000.0,27000.0,Online
2910,7/11/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.0,175.0,70000.0,21000.0,Online
2911,7/11/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,200.0,100000.0,35000.0,Online
2912,7/11/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,375.0,206250.0,82500.0,Online
2913,8/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.0,525.0,262500.0,91875.0,Online
2914,8/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300.0,135000.0,40500.0,Online
2915,8/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.0,225.0,90000.0,27000.0,Online
2916,8/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.0,200.0,80000.0,24000.0,Online
2917,8/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,175.0,87500.0,30625.0,Online
2918,8/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,350.0,192500.0,77000.0,Online
2919,9/13/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,475.0,213750.0,74813.0,Online
2920,9/13/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,275.0,110000.0,33000.0,Online
2921,9/13/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.0,175.0,61250.0,18375.0,Online
2922,9/13/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,150.0,52500.0,15750.0,Online
2923,9/13/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,150.0,67500.0,23625.0,Online
2924,9/13/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.0,225.0,112500.0,45000.0,Online
2925,10/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,55.0,400.0,220000.0,77000.0,Online
2926,10/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250.0,112500.0,33750.0,Online
2927,10/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,150.0,67500.0,20250.0,Online
2928,10/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,125.0,56250.0,16875.0,Online
2929,10/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,55.0,125.0,68750.0,24063.0,Online
2930,10/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,250.0,150000.0,60000.0,Online
2931,11/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,55.0,400.0,220000.0,77000.0,Online
2932,11/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250.0,112500.0,33750.0,Online
2933,11/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,195.0,87750.0,26325.0,Online
2934,11/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,175.0,78750.0,23625.0,Online
2935,11/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,150.0,90000.0,31500.0,Online
2936,11/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.0,250.0,162500.0,65000.0,Online
2937,12/11/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,500.0,300000.0,105000.0,Online
2938,12/11/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,300.0,150000.0,45000.0,Online
2939,12/11/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50.0,250.0,125000.0,37500.0,Online
2940,12/11/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50.0,200.0,100000.0,30000.0,Online
2941,12/11/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,200.0,120000.0,42000.0,Online
2942,12/11/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.0,300.0,195000.0,78000.0,Online
2943,1/9/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,475.0,166250.0,58188.0,Online
2944,1/9/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,275.0,96250.0,28875.0,Online
2945,1/9/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275.0,68750.0,20625.0,Online
2946,1/9/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,30.0,125.0,37500.0,11250.0,Online
2947,1/9/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175.0,78750.0,27563.0,Online
2948,1/9/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275.0,96250.0,38500.0,Online
2949,2/9/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,525.0,183750.0,64313.0,Online
2950,2/9/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,175.0,61250.0,18375.0,Online
2951,2/9/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,225.0,56250.0,16875.0,Online
2952,2/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.0,100.0,30000.0,9000.0,Online
2953,2/9/21,Midwest,North Dakota,Fargo,Men's Apparel,45.0,175.0,78750.0,27563.0,Online
2954,2/9/21,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275.0,68750.0,27500.0,Online
2955,3/8/21,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,495.0,148500.0,51975.0,Online
2956,3/8/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.0,200.0,60000.0,18000.0,Online
2957,3/8/21,Midwest,North Dakota,Fargo,Women's Street Footwear,20.0,225.0,45000.0,13500.0,Online
2958,3/8/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75.0,18750.0,5625.0,Online
2959,3/8/21,Midwest,North Dakota,Fargo,Men's Apparel,40.0,125.0,50000.0,17500.0,Online
2960,3/8/21,Midwest,North Dakota,Fargo,Women's Apparel,30.0,225.0,67500.0,27000.0,Online
2961,4/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,450.0,135000.0,47250.0,Online
2962,4/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.0,150.0,45000.0,13500.0,Online
2963,4/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,20.0,150.0,30000.0,9000.0,Online
2964,4/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75.0,18750.0,5625.0,Online
2965,4/9/21,Midwest,North Dakota,Fargo,Men's Apparel,60.0,100.0,60000.0,21000.0,In-store
2966,4/9/21,Midwest,North Dakota,Fargo,Women's Apparel,50.0,225.0,112500.0,45000.0,In-store
2967,5/10/21,Midwest,North Dakota,Fargo,Men's Street Footwear,60.0,495.0,297000.0,103950.0,In-store
2968,5/10/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,200.0,90000.0,27000.0,In-store
2969,5/10/21,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,175.0,70000.0,21000.0,In-store
2970,5/10/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,100.0,40000.0,12000.0,In-store
2971,5/10/21,Midwest,North Dakota,Fargo,Men's Apparel,50.0,125.0,62500.0,21875.0,In-store
2972,5/10/21,Midwest,North Dakota,Fargo,Women's Apparel,55.0,250.0,137500.0,55000.0,In-store
2973,6/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,40.0,500.0,200000.0,70000.0,In-store
2974,6/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.0,250.0,87500.0,26250.0,In-store
2975,6/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,30.0,200.0,60000.0,18000.0,In-store
2976,6/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.0,175.0,52500.0,15750.0,In-store
2977,6/9/21,Midwest,North Dakota,Fargo,Men's Apparel,40.0,175.0,70000.0,24500.0,In-store
2978,6/9/21,Midwest,North Dakota,Fargo,Women's Apparel,55.0,325.0,178750.0,71500.0,In-store
2979,7/8/21,Midwest,North Dakota,Fargo,Men's Street Footwear,50.0,550.0,275000.0,96250.0,In-store
2980,7/8/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300.0,135000.0,40500.0,In-store
2981,7/8/21,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,225.0,90000.0,27000.0,In-store
2982,7/8/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,175.0,70000.0,21000.0,In-store
2983,7/8/21,Midwest,North Dakota,Fargo,Men's Apparel,50.0,200.0,100000.0,35000.0,In-store
2984,7/8/21,Midwest,North Dakota,Fargo,Women's Apparel,55.0,375.0,206250.0,82500.0,In-store
2985,8/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,50.0,525.0,262500.0,91875.0,In-store
2986,8/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300.0,135000.0,40500.0,In-store
2987,8/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,225.0,90000.0,27000.0,In-store
2988,8/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,200.0,80000.0,24000.0,In-store
2989,8/9/21,Midwest,North Dakota,Fargo,Men's Apparel,50.0,175.0,87500.0,30625.0,In-store
2990,8/9/21,Midwest,North Dakota,Fargo,Women's Apparel,55.0,350.0,192500.0,77000.0,In-store
2991,9/10/21,Midwest,North Dakota,Fargo,Men's Street Footwear,40.0,475.0,190000.0,66500.0,In-store
2992,9/10/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.0,275.0,96250.0,28875.0,In-store
2993,9/10/21,Midwest,North Dakota,Fargo,Women's Street Footwear,30.0,175.0,52500.0,15750.0,In-store
2994,9/10/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.0,150.0,45000.0,13500.0,In-store
2995,9/10/21,Midwest,North Dakota,Fargo,Men's Apparel,40.0,150.0,60000.0,21000.0,In-store
2996,9/10/21,Midwest,North Dakota,Fargo,Women's Apparel,45.0,225.0,101250.0,40500.0,In-store
2997,10/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,50.0,400.0,200000.0,70000.0,In-store
2998,10/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.0,250.0,100000.0,30000.0,In-store
2999,10/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,150.0,60000.0,18000.0,In-store
3000,10/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,125.0,50000.0,15000.0,In-store
3001,10/9/21,Midwest,North Dakota,Fargo,Men's Apparel,50.0,125.0,62500.0,21875.0,In-store
3002,10/9/21,Midwest,North Dakota,Fargo,Women's Apparel,55.0,250.0,137500.0,55000.0,In-store
3003,11/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,50.0,400.0,200000.0,70000.0,In-store
3004,11/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.0,250.0,100000.0,30000.0,In-store
3005,11/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,195.0,78000.0,23400.0,In-store
3006,11/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,175.0,70000.0,21000.0,In-store
3007,11/9/21,Midwest,North Dakota,Fargo,Men's Apparel,60.0,150.0,90000.0,31500.0,In-store
3008,11/9/21,Midwest,North Dakota,Fargo,Women's Apparel,65.0,250.0,162500.0,65000.0,In-store
3009,12/8/21,Midwest,North Dakota,Fargo,Men's Street Footwear,60.0,500.0,300000.0,105000.0,In-store
3010,12/8/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50.0,300.0,150000.0,45000.0,In-store
3011,12/8/21,Midwest,North Dakota,Fargo,Women's Street Footwear,50.0,250.0,125000.0,37500.0,In-store
3012,12/8/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,50.0,200.0,100000.0,30000.0,In-store
3013,12/8/21,Midwest,North Dakota,Fargo,Men's Apparel,60.0,200.0,120000.0,42000.0,In-store
3014,12/8/21,Midwest,North Dakota,Fargo,Women's Apparel,65.0,300.0,195000.0,78000.0,In-store
3015,1/6/21,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,450.0,135000.0,40500.0,In-store
3016,1/6/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.0,250.0,75000.0,26250.0,In-store
3017,1/6/21,Midwest,North Dakota,Fargo,Women's Street Footwear,20.0,250.0,50000.0,15000.0,In-store
3018,1/6/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,100.0,25000.0,7500.0,In-store
3019,1/6/21,Midwest,North Dakota,Fargo,Men's Apparel,40.0,150.0,60000.0,30000.0,In-store
3020,1/6/21,Midwest,North Dakota,Fargo,Women's Apparel,30.0,250.0,75000.0,30000.0,In-store
3021,2/6/21,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,500.0,150000.0,45000.0,In-store
3022,2/6/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.0,150.0,45000.0,15750.0,In-store
3023,2/6/21,Midwest,North Dakota,Fargo,Women's Street Footwear,20.0,200.0,40000.0,12000.0,In-store
3024,2/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,75.0,18750.0,5625.0,In-store
3025,2/6/21,Midwest,Iowa,Des Moines,Men's Apparel,40.0,150.0,60000.0,30000.0,In-store
3026,2/6/21,Midwest,Iowa,Des Moines,Women's Apparel,15.0,250.0,37500.0,15000.0,In-store
3027,3/5/21,Midwest,Iowa,Des Moines,Men's Street Footwear,20.0,470.0,94000.0,28200.0,In-store
3028,3/5/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.0,175.0,35000.0,12250.0,In-store
3029,3/5/21,Midwest,Iowa,Des Moines,Women's Street Footwear,10.0,225.0,22500.0,6750.0,In-store
3030,3/5/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.0,100.0,15000.0,4500.0,In-store
3031,3/5/21,Midwest,Iowa,Des Moines,Men's Apparel,30.0,150.0,45000.0,22500.0,In-store
3032,3/5/21,Midwest,Iowa,Des Moines,Women's Apparel,20.0,250.0,50000.0,20000.0,In-store
3033,4/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,20.0,475.0,95000.0,28500.0,In-store
3034,4/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.0,175.0,35000.0,12250.0,In-store
3035,4/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,10.0,175.0,17500.0,5250.0,In-store
3036,4/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.0,100.0,15000.0,4500.0,In-store
3037,4/6/21,Midwest,Iowa,Des Moines,Men's Apparel,60.0,125.0,75000.0,37500.0,In-store
3038,4/6/21,Midwest,Iowa,Des Moines,Women's Apparel,50.0,250.0,125000.0,50000.0,In-store
3039,5/7/21,Midwest,Iowa,Des Moines,Men's Street Footwear,60.0,520.0,312000.0,93600.0,In-store
3040,5/7/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40.0,225.0,90000.0,31500.0,In-store
3041,5/7/21,Midwest,Iowa,Des Moines,Women's Street Footwear,35.0,200.0,70000.0,21000.0,In-store
3042,5/7/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.0,125.0,43750.0,13125.0,In-store
3043,5/7/21,Midwest,Iowa,Des Moines,Men's Apparel,45.0,150.0,67500.0,33750.0,In-store
3044,5/7/21,Midwest,Iowa,Des Moines,Women's Apparel,50.0,275.0,137500.0,55000.0,In-store
3045,6/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,35.0,525.0,183750.0,55125.0,In-store
3046,6/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,82500.0,28875.0,In-store
3047,6/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,25.0,200.0,50000.0,15000.0,In-store
3048,6/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,175.0,43750.0,13125.0,In-store
3049,6/6/21,Midwest,Iowa,Des Moines,Men's Apparel,35.0,175.0,61250.0,30625.0,In-store
3050,6/6/21,Midwest,Iowa,Des Moines,Women's Apparel,55.0,325.0,178750.0,71500.0,In-store
3051,7/5/21,Midwest,Iowa,Des Moines,Men's Street Footwear,50.0,550.0,275000.0,82500.0,In-store
3052,7/5/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300.0,135000.0,47250.0,In-store
3053,7/5/21,Midwest,Iowa,Des Moines,Women's Street Footwear,40.0,225.0,90000.0,27000.0,In-store
3054,7/5/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.0,175.0,70000.0,21000.0,In-store
3055,7/5/21,Midwest,Iowa,Des Moines,Men's Apparel,50.0,200.0,100000.0,50000.0,In-store
3056,7/5/21,Midwest,Iowa,Des Moines,Women's Apparel,55.0,375.0,206250.0,82500.0,In-store
3057,8/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,50.0,525.0,262500.0,78750.0,In-store
3058,8/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300.0,135000.0,47250.0,In-store
3059,8/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,40.0,225.0,90000.0,27000.0,In-store
3060,8/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.0,200.0,80000.0,24000.0,In-store
3061,8/6/21,Midwest,Iowa,Des Moines,Men's Apparel,50.0,175.0,87500.0,43750.0,In-store
3062,8/6/21,Midwest,Iowa,Des Moines,Women's Apparel,55.0,350.0,192500.0,77000.0,In-store
3063,9/7/21,Midwest,Iowa,Des Moines,Men's Street Footwear,35.0,475.0,166250.0,49875.0,In-store
3064,9/7/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,82500.0,28875.0,In-store
3065,9/7/21,Midwest,Iowa,Des Moines,Women's Street Footwear,25.0,175.0,43750.0,13125.0,In-store
3066,9/7/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,150.0,37500.0,11250.0,In-store
3067,9/7/21,Midwest,Iowa,Des Moines,Men's Apparel,35.0,150.0,52500.0,26250.0,In-store
3068,9/7/21,Midwest,Iowa,Des Moines,Women's Apparel,40.0,225.0,90000.0,36000.0,In-store
3069,10/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,45.0,400.0,180000.0,54000.0,In-store
3070,10/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.0,250.0,87500.0,30625.0,In-store
3071,10/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,35.0,150.0,52500.0,15750.0,In-store
3072,10/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.0,125.0,43750.0,13125.0,In-store
3073,10/6/21,Midwest,Iowa,Des Moines,Men's Apparel,45.0,125.0,56250.0,28125.0,In-store
3074,10/6/21,Midwest,Iowa,Des Moines,Women's Apparel,50.0,250.0,125000.0,50000.0,In-store
3075,11/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,45.0,400.0,180000.0,54000.0,In-store
3076,11/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.0,275.0,96250.0,33688.0,In-store
3077,11/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,35.0,220.0,77000.0,23100.0,In-store
3078,11/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.0,200.0,70000.0,21000.0,In-store
3079,11/6/21,Midwest,Iowa,Des Moines,Men's Apparel,60.0,175.0,105000.0,52500.0,In-store
3080,11/6/21,Midwest,Iowa,Des Moines,Women's Apparel,65.0,275.0,178750.0,71500.0,In-store
3081,12/5/21,Midwest,Iowa,Des Moines,Men's Street Footwear,60.0,525.0,315000.0,94500.0,In-store
3082,12/5/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50.0,325.0,162500.0,56875.0,In-store
3083,12/5/21,Midwest,Iowa,Des Moines,Women's Street Footwear,50.0,275.0,137500.0,41250.0,In-store
3084,12/5/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,50.0,225.0,112500.0,33750.0,In-store
3085,12/5/21,Midwest,Iowa,Des Moines,Men's Apparel,60.0,225.0,135000.0,67500.0,In-store
3086,12/5/21,Midwest,Iowa,Des Moines,Women's Apparel,65.0,325.0,211250.0,84500.0,In-store
3087,1/3/21,Midwest,Iowa,Des Moines,Men's Street Footwear,30.0,450.0,135000.0,40500.0,In-store
3088,1/3/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,250.0,75000.0,26250.0,In-store
3089,1/3/21,Midwest,Iowa,Des Moines,Women's Street Footwear,20.0,250.0,50000.0,15000.0,In-store
3090,1/3/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,100.0,25000.0,7500.0,In-store
3091,1/3/21,Midwest,Iowa,Des Moines,Men's Apparel,40.0,150.0,60000.0,30000.0,In-store
3092,1/3/21,Midwest,Iowa,Des Moines,Women's Apparel,30.0,250.0,75000.0,30000.0,In-store
3093,2/3/21,Midwest,Iowa,Des Moines,Men's Street Footwear,30.0,500.0,150000.0,45000.0,In-store
3094,2/3/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,150.0,45000.0,15750.0,In-store
3095,2/3/21,Midwest,Iowa,Des Moines,Women's Street Footwear,20.0,200.0,40000.0,12000.0,In-store
3096,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.0,75.0,18750.0,5625.0,In-store
3097,2/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,40.0,150.0,60000.0,30000.0,In-store
3098,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,15.0,250.0,37500.0,15000.0,In-store
3099,3/2/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20.0,470.0,94000.0,28200.0,In-store
3100,3/2/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.0,175.0,35000.0,12250.0,In-store
3101,3/2/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10.0,225.0,22500.0,6750.0,In-store
3102,3/2/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75.0,11250.0,3375.0,In-store
3103,3/2/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,30.0,125.0,37500.0,18750.0,In-store
3104,3/2/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,20.0,225.0,45000.0,18000.0,In-store
3105,4/3/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20.0,450.0,90000.0,27000.0,In-store
3106,4/3/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.0,150.0,30000.0,10500.0,In-store
3107,4/3/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10.0,150.0,15000.0,4500.0,In-store
3108,4/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75.0,11250.0,3375.0,In-store
3109,4/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,60.0,100.0,60000.0,30000.0,In-store
3110,4/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,225.0,112500.0,45000.0,In-store
3111,5/4/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60.0,495.0,297000.0,89100.0,In-store
3112,5/4/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,40.0,200.0,80000.0,28000.0,In-store
3113,5/4/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35.0,175.0,61250.0,18375.0,In-store
3114,5/4/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35.0,150.0,52500.0,15750.0,In-store
3115,5/4/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,45.0,175.0,78750.0,39375.0,In-store
3116,5/4/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,300.0,150000.0,60000.0,In-store
3117,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.0,550.0,192500.0,57750.0,In-store
3118,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30.0,300.0,90000.0,31500.0,In-store
3119,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25.0,200.0,50000.0,15000.0,In-store
3120,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.0,175.0,43750.0,13125.0,In-store
3121,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,35.0,175.0,61250.0,30625.0,In-store
3122,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,55.0,325.0,178750.0,71500.0,In-store
